transaction_id,bank,error_code,payment_network,amount_inr,failed_at
7b63b55c,HDFC,insufficient_funds,Mastercard,299,2026-08-03T04:11:00
c8823b6d,Kotak,insufficient_funds,Visa,199,2026-08-03T04:12:00
6f4cd5bb,Axis,hard_decline,UPI_AUTOPAY,4999,2026-08-03T04:13:00
e76df880,HDFC,insufficient_funds,RuPay,499,2026-08-03T04:17:00
1ef5e13b,SBI,insufficient_funds,UPI_AUTOPAY,2999,2026-08-03T04:18:00
53806437,ICICI,issuer_unavailable,RuPay,299,2026-08-03T04:20:00
7b169657,SBI,issuer_unavailable,Visa,1499,2026-08-03T04:21:00
dfd6a8e9,ICICI,hard_decline,UPI_AUTOPAY,199,2026-08-03T04:21:00
724f9d69,SBI,issuer_unavailable,Visa,199,2026-08-03T04:24:00
c78b1640,ICICI,issuer_unavailable,RuPay,299,2026-08-03T04:26:00
cbc3ad65,Axis,issuer_unavailable,Mastercard,499,2026-08-03T04:31:00
311b93d7,SBI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-03T04:31:00
30f41c20,HDFC,timeout,Mastercard,199,2026-08-03T04:47:00
6e9954f5,Kotak,issuer_unavailable,RuPay,199,2026-08-03T04:47:00
861ec9c4,Kotak,insufficient_funds,UPI_AUTOPAY,1499,2026-08-03T04:51:00
7f0f209d,Kotak,hard_decline,Mastercard,1499,2026-08-03T05:07:00
202da04f,ICICI,insufficient_funds,UPI_AUTOPAY,999,2026-08-03T05:12:00
f54a84f4,ICICI,issuer_unavailable,UPI_AUTOPAY,4999,2026-08-03T05:24:00
ddfa8fca,ICICI,timeout,Visa,299,2026-08-03T05:27:00
ef229326,HDFC,timeout,UPI_AUTOPAY,1499,2026-08-03T05:31:00
efcf2443,SBI,issuer_unavailable,RuPay,199,2026-08-03T05:43:00
ba566fa6,ICICI,hard_decline,UPI_AUTOPAY,199,2026-08-03T05:46:00
2353b514,HDFC,timeout,UPI_AUTOPAY,999,2026-08-03T05:48:00
cfd6da3c,ICICI,timeout,UPI_AUTOPAY,2999,2026-08-03T05:48:00
67d415a6,Axis,issuer_unavailable,Mastercard,499,2026-08-03T05:49:00
178f3d7a,ICICI,insufficient_funds,Mastercard,199,2026-08-03T05:50:00
58d612f6,SBI,timeout,Mastercard,499,2026-08-03T05:52:00
166201fe,ICICI,hard_decline,UPI_AUTOPAY,1499,2026-08-03T05:53:00
fb4d5adf,ICICI,issuer_unavailable,RuPay,199,2026-08-03T05:55:00
46a87b27,Kotak,issuer_unavailable,UPI_AUTOPAY,999,2026-08-03T06:00:00
2c848dd9,HDFC,hard_decline,UPI_AUTOPAY,4999,2026-08-03T06:02:00
ebfa39be,HDFC,insufficient_funds,UPI_AUTOPAY,999,2026-08-03T06:07:00
3fce9641,Axis,timeout,UPI_AUTOPAY,1499,2026-08-03T06:08:00
a4fd97f0,Axis,issuer_unavailable,Visa,499,2026-08-03T06:18:00
eeb2aa45,Kotak,timeout,Mastercard,199,2026-08-03T06:19:00
534cd288,ICICI,timeout,RuPay,999,2026-08-03T06:22:00
e9bf9dcf,Axis,timeout,Mastercard,199,2026-08-03T06:25:00
9e64a7dd,HDFC,timeout,UPI_AUTOPAY,4999,2026-08-03T06:27:00
b9284661,ICICI,insufficient_funds,RuPay,499,2026-08-03T06:29:00
44b124df,SBI,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-03T06:29:00
274b82a2,Kotak,hard_decline,UPI_AUTOPAY,1499,2026-08-03T06:38:00
4db7e0bc,Axis,insufficient_funds,Visa,999,2026-08-03T06:39:00
cd6f8cd3,Kotak,insufficient_funds,UPI_AUTOPAY,999,2026-08-03T06:45:00
fbf743fb,SBI,insufficient_funds,RuPay,2999,2026-08-03T06:46:00
ddfc085a,ICICI,issuer_unavailable,Mastercard,1499,2026-08-03T06:51:00
b35b6c29,Kotak,timeout,RuPay,199,2026-08-03T06:52:00
fa559f61,Kotak,insufficient_funds,Visa,2999,2026-08-03T06:53:00
e0224e6f,ICICI,timeout,Mastercard,299,2026-08-03T06:54:00
63241c7b,HDFC,insufficient_funds,Visa,299,2026-08-03T06:56:00
30baa234,HDFC,issuer_unavailable,Visa,2999,2026-08-03T07:03:00
14b0b35d,Kotak,issuer_unavailable,Visa,299,2026-08-03T07:05:00
7d9dc1d7,SBI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-03T07:05:00
c5f2b8b8,Kotak,insufficient_funds,RuPay,4999,2026-08-03T07:08:00
4c750f34,SBI,hard_decline,UPI_AUTOPAY,199,2026-08-03T07:11:00
a2b96a30,Kotak,insufficient_funds,UPI_AUTOPAY,4999,2026-08-03T07:11:00
81572809,SBI,issuer_unavailable,Mastercard,2999,2026-08-03T07:13:00
66adc9ab,Axis,timeout,UPI_AUTOPAY,4999,2026-08-03T07:15:00
bcd1b1c4,ICICI,timeout,UPI_AUTOPAY,199,2026-08-03T07:16:00
3ffe3ab1,SBI,hard_decline,UPI_AUTOPAY,1499,2026-08-03T07:17:00
cb80a06c,Axis,timeout,Visa,999,2026-08-03T07:18:00
65c8cf49,Axis,issuer_unavailable,RuPay,4999,2026-08-03T07:20:00
6e552796,Axis,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-03T07:22:00
92aaf3cb,Kotak,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-03T07:24:00
12b795df,HDFC,issuer_unavailable,RuPay,999,2026-08-03T07:26:00
e012383f,Kotak,timeout,RuPay,999,2026-08-03T07:30:00
420ce9e4,HDFC,timeout,Visa,499,2026-08-03T07:31:00
511441c3,ICICI,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T07:31:00
83f08f91,SBI,issuer_unavailable,UPI_AUTOPAY,999,2026-08-03T07:34:00
21ac8d8e,SBI,timeout,RuPay,2999,2026-08-03T07:36:00
7f41012d,HDFC,timeout,Visa,499,2026-08-03T07:42:00
72508786,Kotak,hard_decline,Mastercard,299,2026-08-03T07:42:00
144a7784,Kotak,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T07:46:00
07e16dd4,Kotak,insufficient_funds,Visa,2999,2026-08-03T07:51:00
e90ea3b5,Axis,issuer_unavailable,RuPay,4999,2026-08-03T07:53:00
eaa6c590,HDFC,timeout,Mastercard,499,2026-08-03T07:55:00
e18aea8e,HDFC,issuer_unavailable,UPI_AUTOPAY,199,2026-08-03T07:56:00
a1769515,ICICI,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T07:58:00
6fcf708b,HDFC,timeout,Visa,1499,2026-08-03T08:08:00
919c1e45,Kotak,timeout,Mastercard,499,2026-08-03T08:08:00
9b27c1e6,HDFC,timeout,UPI_AUTOPAY,2999,2026-08-03T08:11:00
cfd95f8d,HDFC,timeout,Visa,1499,2026-08-03T08:14:00
b53e0b5d,HDFC,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T08:14:00
ef97ceac,ICICI,timeout,UPI_AUTOPAY,299,2026-08-03T08:25:00
d45cd957,HDFC,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T08:26:00
09f8637b,Axis,insufficient_funds,Mastercard,299,2026-08-03T08:26:00
3f5388e7,SBI,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T08:28:00
d0950cb4,SBI,timeout,RuPay,199,2026-08-03T08:29:00
23f97078,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-03T08:30:00
d23e0ea3,Kotak,insufficient_funds,Mastercard,299,2026-08-03T08:34:00
3e79cb0d,SBI,hard_decline,UPI_AUTOPAY,999,2026-08-03T08:36:00
651d9bb9,SBI,timeout,Visa,499,2026-08-03T08:42:00
3c40995a,SBI,timeout,Visa,199,2026-08-03T08:47:00
642c3835,ICICI,issuer_unavailable,Visa,999,2026-08-03T08:49:00
c897408b,SBI,insufficient_funds,RuPay,1499,2026-08-03T09:03:00
8e977a1f,Kotak,insufficient_funds,Visa,499,2026-08-03T09:07:00
8901074b,HDFC,hard_decline,UPI_AUTOPAY,999,2026-08-03T09:07:00
c374686e,Kotak,timeout,Visa,2999,2026-08-03T09:10:00
3fe13283,ICICI,insufficient_funds,RuPay,4999,2026-08-03T09:12:00
3385a131,SBI,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T09:12:00
f85ebc47,Axis,hard_decline,UPI_AUTOPAY,499,2026-08-03T09:15:00
31606d06,ICICI,timeout,UPI_AUTOPAY,4999,2026-08-03T09:17:00
622c899f,Axis,insufficient_funds,RuPay,1499,2026-08-03T09:18:00
9ec535f7,Kotak,insufficient_funds,Mastercard,199,2026-08-03T09:18:00
49d307fe,Axis,issuer_unavailable,UPI_AUTOPAY,199,2026-08-03T09:22:00
2ff9412c,SBI,issuer_unavailable,UPI_AUTOPAY,499,2026-08-03T09:25:00
f752fe61,SBI,insufficient_funds,RuPay,199,2026-08-03T09:25:00
e146382a,SBI,timeout,UPI_AUTOPAY,999,2026-08-03T09:29:00
b08ce966,Axis,timeout,UPI_AUTOPAY,2999,2026-08-03T09:36:00
429e0281,Kotak,timeout,RuPay,2999,2026-08-03T09:36:00
36ed2d97,SBI,timeout,RuPay,499,2026-08-03T09:43:00
8771f22e,ICICI,timeout,UPI_AUTOPAY,2999,2026-08-03T09:45:00
5b1f3f16,Axis,timeout,UPI_AUTOPAY,299,2026-08-03T09:47:00
859d102c,SBI,timeout,UPI_AUTOPAY,4999,2026-08-03T09:56:00
c081cd77,Axis,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T10:02:00
207aa887,Kotak,timeout,UPI_AUTOPAY,199,2026-08-03T10:04:00
dc4a695f,SBI,timeout,UPI_AUTOPAY,4999,2026-08-03T10:08:00
092f5c13,Kotak,insufficient_funds,Visa,1499,2026-08-03T10:08:00
614f47ad,HDFC,issuer_unavailable,Visa,299,2026-08-03T10:11:00
d1e4142e,Axis,timeout,Visa,2999,2026-08-03T10:12:00
e47c3190,SBI,issuer_unavailable,Visa,299,2026-08-03T10:15:00
98df4cfe,Axis,insufficient_funds,RuPay,999,2026-08-03T10:16:00
1d85cfe9,Axis,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T10:17:00
b5854014,ICICI,timeout,Mastercard,4999,2026-08-03T10:18:00
d21273dc,Axis,insufficient_funds,Visa,4999,2026-08-03T10:18:00
55ac0bb7,Axis,hard_decline,Visa,499,2026-08-03T10:19:00
c2d1a612,SBI,issuer_unavailable,Visa,199,2026-08-03T10:22:00
17f8360f,SBI,hard_decline,RuPay,999,2026-08-03T10:23:00
13d4e8b3,Kotak,issuer_unavailable,RuPay,199,2026-08-03T10:24:00
9b15d815,Axis,timeout,RuPay,499,2026-08-03T10:26:00
f35da487,HDFC,insufficient_funds,Mastercard,4999,2026-08-03T10:29:00
6b8bb011,ICICI,insufficient_funds,RuPay,2999,2026-08-03T10:30:00
4ca64a74,Kotak,timeout,UPI_AUTOPAY,2999,2026-08-03T10:37:00
bd90cff0,SBI,timeout,UPI_AUTOPAY,4999,2026-08-03T10:43:00
b67469ab,Axis,insufficient_funds,Mastercard,499,2026-08-03T10:46:00
aa17ffe4,HDFC,timeout,UPI_AUTOPAY,1499,2026-08-03T10:51:00
8ed363e3,Axis,issuer_unavailable,RuPay,199,2026-08-03T10:52:00
890f9267,ICICI,insufficient_funds,UPI_AUTOPAY,2999,2026-08-03T10:52:00
091e4243,SBI,issuer_unavailable,UPI_AUTOPAY,199,2026-08-03T10:58:00
02302d89,Kotak,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-03T11:00:00
616d7bec,HDFC,issuer_unavailable,Visa,1499,2026-08-03T11:01:00
c646b89a,Axis,timeout,UPI_AUTOPAY,199,2026-08-03T11:01:00
63af5f89,SBI,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T11:02:00
9cb851e1,SBI,timeout,Visa,1499,2026-08-03T11:04:00
98fa8926,Axis,timeout,Visa,199,2026-08-03T11:06:00
130e1a24,HDFC,insufficient_funds,Mastercard,299,2026-08-03T11:10:00
131465cf,HDFC,timeout,RuPay,499,2026-08-03T11:17:00
7c6e3239,ICICI,issuer_unavailable,RuPay,1499,2026-08-03T11:19:00
49b9fb9d,Kotak,insufficient_funds,RuPay,199,2026-08-03T11:22:00
fb35f3c0,ICICI,timeout,UPI_AUTOPAY,4999,2026-08-03T11:23:00
ac0d4862,SBI,insufficient_funds,Mastercard,199,2026-08-03T11:23:00
d7cad94c,Kotak,insufficient_funds,UPI_AUTOPAY,299,2026-08-03T11:27:00
d8b42afd,HDFC,timeout,Mastercard,4999,2026-08-03T11:31:00
54f743ca,ICICI,issuer_unavailable,RuPay,199,2026-08-03T11:33:00
831a79e6,Kotak,insufficient_funds,Visa,499,2026-08-03T11:34:00
35d97188,SBI,issuer_unavailable,RuPay,199,2026-08-03T11:42:00
0b1b3e3b,ICICI,timeout,Visa,299,2026-08-03T11:53:00
9a4e5ab1,SBI,timeout,RuPay,2999,2026-08-03T11:56:00
93100848,Kotak,timeout,UPI_AUTOPAY,199,2026-08-03T11:56:00
c85a1569,ICICI,timeout,Mastercard,499,2026-08-03T11:58:00
fb5d587c,HDFC,timeout,Mastercard,2999,2026-08-03T12:03:00
ead935a4,ICICI,insufficient_funds,Mastercard,299,2026-08-03T12:03:00
4403964d,SBI,timeout,RuPay,299,2026-08-03T12:07:00
cbea4946,HDFC,timeout,UPI_AUTOPAY,1499,2026-08-03T12:13:00
5cbcd89b,ICICI,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T12:15:00
5004cc86,Kotak,insufficient_funds,Visa,4999,2026-08-03T12:17:00
4c1c080c,SBI,hard_decline,UPI_AUTOPAY,499,2026-08-03T12:23:00
08fad8b2,ICICI,issuer_unavailable,UPI_AUTOPAY,199,2026-08-03T12:28:00
37f340ad,ICICI,timeout,UPI_AUTOPAY,299,2026-08-03T12:28:00
0c1dedd2,SBI,issuer_unavailable,Visa,299,2026-08-03T12:30:00
f01db1ac,SBI,insufficient_funds,RuPay,499,2026-08-03T12:32:00
8c3daad0,Kotak,insufficient_funds,UPI_AUTOPAY,1499,2026-08-03T12:33:00
f5511cd4,Axis,timeout,UPI_AUTOPAY,4999,2026-08-03T12:37:00
aaa1671f,HDFC,insufficient_funds,RuPay,4999,2026-08-03T12:38:00
0aa4f7c9,Kotak,insufficient_funds,RuPay,299,2026-08-03T12:41:00
1d1e0256,HDFC,timeout,UPI_AUTOPAY,1499,2026-08-03T12:43:00
704782f4,Axis,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T12:44:00
22e34c09,Axis,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T12:45:00
f97c1151,SBI,timeout,Mastercard,299,2026-08-03T12:47:00
81ede7c8,HDFC,hard_decline,UPI_AUTOPAY,1499,2026-08-03T12:49:00
a7f5b955,SBI,issuer_unavailable,RuPay,199,2026-08-03T12:56:00
f0068e02,ICICI,insufficient_funds,Visa,1499,2026-08-03T13:00:00
d79ddbfc,ICICI,timeout,UPI_AUTOPAY,999,2026-08-03T13:00:00
402b5436,SBI,issuer_unavailable,UPI_AUTOPAY,4999,2026-08-03T13:01:00
29885587,Axis,insufficient_funds,UPI_AUTOPAY,2999,2026-08-03T13:05:00
fe1f2e07,ICICI,timeout,Visa,199,2026-08-03T13:05:00
9daff4d5,Kotak,issuer_unavailable,Visa,4999,2026-08-03T13:07:00
ce4a6dba,ICICI,timeout,Visa,4999,2026-08-03T13:08:00
c36e03dd,SBI,issuer_unavailable,Visa,499,2026-08-03T13:08:00
284f11fd,Axis,hard_decline,UPI_AUTOPAY,1499,2026-08-03T13:10:00
757aa353,HDFC,timeout,Visa,1499,2026-08-03T13:10:00
8f4647fa,Axis,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T13:18:00
d61948a0,ICICI,timeout,Visa,499,2026-08-03T13:20:00
7d145dd4,ICICI,insufficient_funds,Mastercard,999,2026-08-03T13:21:00
bf092988,HDFC,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-03T13:21:00
c2ffce9a,Kotak,timeout,UPI_AUTOPAY,299,2026-08-03T13:22:00
d5cbafdc,SBI,insufficient_funds,RuPay,499,2026-08-03T13:22:00
96b435ef,Axis,insufficient_funds,UPI_AUTOPAY,1499,2026-08-03T13:24:00
4dd58566,SBI,insufficient_funds,Mastercard,999,2026-08-03T13:27:00
799953a7,Axis,timeout,UPI_AUTOPAY,1499,2026-08-03T13:29:00
450ca26a,SBI,timeout,UPI_AUTOPAY,1499,2026-08-03T13:34:00
36c9f72b,SBI,issuer_unavailable,RuPay,2999,2026-08-03T13:35:00
045d491a,Axis,insufficient_funds,RuPay,499,2026-08-03T13:43:00
7aa48d01,Kotak,issuer_unavailable,RuPay,999,2026-08-03T13:49:00
aef766b1,SBI,timeout,UPI_AUTOPAY,499,2026-08-03T13:53:00
09776205,SBI,insufficient_funds,RuPay,4999,2026-08-03T13:55:00
eedeb016,Kotak,insufficient_funds,RuPay,499,2026-08-03T13:57:00
7a79b7f5,Axis,insufficient_funds,Mastercard,499,2026-08-03T14:03:00
bc9cec0c,ICICI,insufficient_funds,Visa,299,2026-08-03T14:06:00
b67bd254,Axis,insufficient_funds,Visa,1499,2026-08-03T14:10:00
c20637bd,ICICI,insufficient_funds,UPI_AUTOPAY,1499,2026-08-03T14:10:00
02b4c84d,SBI,insufficient_funds,RuPay,1499,2026-08-03T14:13:00
2cec3394,SBI,timeout,UPI_AUTOPAY,199,2026-08-03T14:13:00
5c016695,HDFC,insufficient_funds,RuPay,1499,2026-08-03T14:19:00
204e532c,HDFC,insufficient_funds,Mastercard,199,2026-08-03T14:20:00
9d162722,Axis,timeout,Visa,4999,2026-08-03T14:20:00
c140396d,Kotak,timeout,Visa,499,2026-08-03T14:37:00
08613df9,Kotak,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-03T14:40:00
dd8a4eea,ICICI,hard_decline,Visa,999,2026-08-03T14:45:00
db87d1e5,HDFC,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T14:48:00
34a585fe,SBI,timeout,Visa,4999,2026-08-03T14:49:00
eb2a2cf7,SBI,hard_decline,UPI_AUTOPAY,299,2026-08-03T14:50:00
06234aff,ICICI,hard_decline,UPI_AUTOPAY,199,2026-08-03T14:51:00
b266e1db,ICICI,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T14:52:00
1f0ff4f7,Kotak,timeout,Visa,499,2026-08-03T15:00:00
3bf89dd7,Axis,timeout,UPI_AUTOPAY,199,2026-08-03T15:02:00
b110d1fd,SBI,issuer_unavailable,RuPay,299,2026-08-03T15:05:00
8f70eeb6,ICICI,issuer_unavailable,Mastercard,4999,2026-08-03T15:11:00
72763495,Axis,issuer_unavailable,RuPay,4999,2026-08-03T15:13:00
e301c01e,SBI,issuer_unavailable,RuPay,999,2026-08-03T15:18:00
a8360153,SBI,hard_decline,RuPay,2999,2026-08-03T15:23:00
afe2479e,HDFC,insufficient_funds,Mastercard,1499,2026-08-03T15:26:00
42757710,Axis,issuer_unavailable,Visa,499,2026-08-03T15:27:00
687eed5a,ICICI,timeout,UPI_AUTOPAY,2999,2026-08-03T15:27:00
2d88cb19,Kotak,timeout,UPI_AUTOPAY,199,2026-08-03T15:30:00
64e8375f,Kotak,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T15:30:00
56676826,Axis,timeout,Mastercard,999,2026-08-03T15:33:00
acd56476,ICICI,issuer_unavailable,Mastercard,999,2026-08-03T15:35:00
a5560b64,Axis,issuer_unavailable,UPI_AUTOPAY,4999,2026-08-03T15:38:00
43af60f5,HDFC,issuer_unavailable,Mastercard,999,2026-08-03T15:39:00
61f78c27,HDFC,hard_decline,Mastercard,4999,2026-08-03T15:42:00
6f5d1fa4,SBI,timeout,RuPay,4999,2026-08-03T15:43:00
f2e33b3c,SBI,insufficient_funds,RuPay,1499,2026-08-03T15:45:00
342f6f41,Kotak,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T15:48:00
50b756d7,SBI,hard_decline,UPI_AUTOPAY,4999,2026-08-03T15:49:00
3bde363b,HDFC,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T15:52:00
1c0a0b20,ICICI,timeout,Visa,2999,2026-08-03T15:55:00
a3859080,ICICI,insufficient_funds,UPI_AUTOPAY,2999,2026-08-03T15:57:00
db982815,Axis,timeout,RuPay,999,2026-08-03T16:02:00
ed8d172e,Kotak,timeout,UPI_AUTOPAY,299,2026-08-03T16:03:00
b43bbb77,HDFC,timeout,Mastercard,1499,2026-08-03T16:09:00
eab74224,ICICI,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T16:12:00
5eb1ced1,SBI,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T16:18:00
40eec643,HDFC,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-03T16:18:00
2e84d488,Axis,hard_decline,UPI_AUTOPAY,999,2026-08-03T16:23:00
1ac30e4d,ICICI,hard_decline,RuPay,199,2026-08-03T16:23:00
05b2b21d,Kotak,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T16:23:00
9f34433b,ICICI,timeout,Mastercard,2999,2026-08-03T16:23:00
ac89b9c2,Axis,timeout,UPI_AUTOPAY,499,2026-08-03T16:25:00
bcfbbf10,SBI,hard_decline,RuPay,199,2026-08-03T16:26:00
a2fa038d,Axis,issuer_unavailable,Mastercard,199,2026-08-03T16:27:00
0945b633,ICICI,issuer_unavailable,Visa,1499,2026-08-03T16:33:00
e650b0fe,ICICI,insufficient_funds,UPI_AUTOPAY,999,2026-08-03T16:34:00
2a0e621a,Axis,insufficient_funds,Visa,1499,2026-08-03T16:35:00
6f67ceb3,Kotak,insufficient_funds,Visa,4999,2026-08-03T16:40:00
f0027367,Axis,insufficient_funds,RuPay,499,2026-08-03T16:44:00
726ad994,Axis,issuer_unavailable,RuPay,4999,2026-08-03T16:45:00
c2dfe979,Axis,issuer_unavailable,Visa,4999,2026-08-03T16:48:00
cfc23693,ICICI,timeout,Mastercard,499,2026-08-03T16:49:00
5f82b4e5,SBI,issuer_unavailable,Mastercard,1499,2026-08-03T16:56:00
1110439b,Axis,timeout,Mastercard,4999,2026-08-03T16:57:00
262a81a9,ICICI,issuer_unavailable,Mastercard,999,2026-08-03T17:02:00
e6b3154e,Kotak,timeout,UPI_AUTOPAY,4999,2026-08-03T17:11:00
797e0c9c,Axis,timeout,UPI_AUTOPAY,299,2026-08-03T17:12:00
1c1f2bac,Kotak,insufficient_funds,Visa,199,2026-08-03T17:13:00
89bc2c63,Kotak,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T17:14:00
c6a79328,Kotak,hard_decline,UPI_AUTOPAY,199,2026-08-03T17:18:00
203b4bd6,SBI,hard_decline,UPI_AUTOPAY,1499,2026-08-03T17:18:00
596c6311,SBI,timeout,UPI_AUTOPAY,199,2026-08-03T17:18:00
1dcdfc18,HDFC,timeout,RuPay,199,2026-08-03T17:18:00
0d34e0ef,SBI,timeout,RuPay,999,2026-08-03T17:24:00
cb20fd99,Axis,issuer_unavailable,RuPay,499,2026-08-03T17:24:00
f711f1a9,ICICI,hard_decline,RuPay,999,2026-08-03T17:33:00
2f803f3a,HDFC,issuer_unavailable,RuPay,2999,2026-08-03T17:34:00
ed843acc,HDFC,timeout,Visa,2999,2026-08-03T17:36:00
67ae7e31,ICICI,timeout,Visa,1499,2026-08-03T17:36:00
c4eb68df,Kotak,insufficient_funds,UPI_AUTOPAY,199,2026-08-03T17:47:00
ffd0472c,Axis,hard_decline,RuPay,999,2026-08-03T17:50:00
05c61c5f,Axis,hard_decline,Mastercard,4999,2026-08-03T17:50:00
79d7d79d,ICICI,issuer_unavailable,UPI_AUTOPAY,199,2026-08-03T18:07:00
65846d09,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-03T18:07:00
545d07e4,ICICI,insufficient_funds,UPI_AUTOPAY,299,2026-08-03T18:15:00
0ede1238,ICICI,timeout,UPI_AUTOPAY,999,2026-08-03T18:17:00
dfda064a,HDFC,insufficient_funds,Mastercard,999,2026-08-03T18:20:00
55c7583b,SBI,timeout,Visa,2999,2026-08-03T18:26:00
8952ed98,Axis,insufficient_funds,Mastercard,199,2026-08-03T18:26:00
02e21dbf,ICICI,issuer_unavailable,UPI_AUTOPAY,299,2026-08-03T18:28:00
6063f622,HDFC,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T18:28:00
d90323dc,Axis,timeout,Mastercard,199,2026-08-03T18:29:00
ef7303eb,Kotak,timeout,Visa,2999,2026-08-03T18:41:00
74a2d967,SBI,issuer_unavailable,RuPay,299,2026-08-03T18:42:00
87ac5469,ICICI,timeout,UPI_AUTOPAY,499,2026-08-03T18:45:00
b1fe9416,HDFC,timeout,UPI_AUTOPAY,999,2026-08-03T18:45:00
07549621,Axis,issuer_unavailable,Visa,499,2026-08-03T18:54:00
7ee864f6,Axis,timeout,UPI_AUTOPAY,2999,2026-08-03T18:57:00
dda3e65f,Kotak,insufficient_funds,UPI_AUTOPAY,4999,2026-08-03T18:58:00
b7854833,Kotak,timeout,UPI_AUTOPAY,1499,2026-08-03T18:59:00
25a793ff,HDFC,timeout,Mastercard,1499,2026-08-03T19:00:00
8838c1ce,Axis,timeout,UPI_AUTOPAY,999,2026-08-03T19:00:00
28467525,Kotak,timeout,Mastercard,4999,2026-08-03T19:04:00
27921544,ICICI,timeout,UPI_AUTOPAY,1499,2026-08-03T19:08:00
3388f74e,HDFC,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T19:10:00
ae8d427b,HDFC,insufficient_funds,UPI_AUTOPAY,1499,2026-08-03T19:11:00
36e88df9,SBI,issuer_unavailable,UPI_AUTOPAY,499,2026-08-03T19:12:00
10066970,Axis,insufficient_funds,UPI_AUTOPAY,999,2026-08-03T19:13:00
5574dcc3,ICICI,timeout,UPI_AUTOPAY,999,2026-08-03T19:14:00
862158ef,ICICI,insufficient_funds,UPI_AUTOPAY,299,2026-08-03T19:14:00
82ac7f01,SBI,insufficient_funds,UPI_AUTOPAY,499,2026-08-03T19:20:00
7a63f143,Axis,timeout,UPI_AUTOPAY,2999,2026-08-03T19:21:00
4d9f94be,SBI,issuer_unavailable,Visa,999,2026-08-03T19:24:00
51ccc9c5,Kotak,timeout,Visa,4999,2026-08-03T19:25:00
5787ba74,HDFC,timeout,Mastercard,199,2026-08-03T19:28:00
9ca824e0,Kotak,hard_decline,RuPay,499,2026-08-03T19:32:00
226a16a9,Axis,timeout,Visa,299,2026-08-03T19:33:00
75219755,Kotak,timeout,UPI_AUTOPAY,299,2026-08-03T19:36:00
413fca65,Kotak,timeout,RuPay,4999,2026-08-03T19:38:00
6c1b665d,ICICI,issuer_unavailable,RuPay,299,2026-08-03T19:38:00
e6af78ea,SBI,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-03T19:48:00
27c20dbb,ICICI,timeout,UPI_AUTOPAY,2999,2026-08-03T19:51:00
242f3727,HDFC,insufficient_funds,UPI_AUTOPAY,299,2026-08-03T19:59:00
0e1661f0,HDFC,issuer_unavailable,Visa,199,2026-08-03T20:01:00
544f1baa,HDFC,issuer_unavailable,UPI_AUTOPAY,499,2026-08-03T20:02:00
59590602,Kotak,timeout,Mastercard,2999,2026-08-03T20:02:00
6f2d8f39,SBI,issuer_unavailable,UPI_AUTOPAY,999,2026-08-03T20:02:00
9ab6b342,HDFC,hard_decline,Visa,1499,2026-08-03T20:02:00
7ee8de02,HDFC,timeout,UPI_AUTOPAY,2999,2026-08-03T20:04:00
0a27ccc5,HDFC,insufficient_funds,Visa,999,2026-08-03T20:07:00
1d0f7f5d,Axis,hard_decline,Visa,2999,2026-08-03T20:08:00
adb696a7,ICICI,insufficient_funds,Visa,499,2026-08-03T20:10:00
c1a558bb,Kotak,timeout,UPI_AUTOPAY,299,2026-08-03T20:17:00
b4effa6f,ICICI,hard_decline,RuPay,499,2026-08-03T20:26:00
